,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,result
6888,27883,27888,27888,27892,27871,27871,27871,27872,27872,27874,27867
6889,27888,27888,27892,27871,27871,27871,27872,27872,27874,27867,27858
6890,27888,27892,27871,27871,27871,27872,27872,27874,27867,27858,27860
6891,27892,27871,27871,27871,27872,27872,27874,27867,27858,27860,27864
6892,27871,27871,27871,27872,27872,27874,27867,27858,27860,27864,27863
6893,27871,27871,27872,27872,27874,27867,27858,27860,27864,27863,27860
6894,27871,27872,27872,27874,27867,27858,27860,27864,27863,27860,27863
6895,27872,27872,27874,27867,27858,27860,27864,27863,27860,27863,27865
6896,27872,27874,27867,27858,27860,27864,27863,27860,27863,27865,27861
6897,27874,27867,27858,27860,27864,27863,27860,27863,27865,27861,27865
6898,27867,27858,27860,27864,27863,27860,27863,27865,27861,27865,27875
6899,27858,27860,27864,27863,27860,27863,27865,27861,27865,27875,27875
6900,27860,27864,27863,27860,27863,27865,27861,27865,27875,27875,27875
6901,27864,27863,27860,27863,27865,27861,27865,27875,27875,27875,27876
6902,27863,27860,27863,27865,27861,27865,27875,27875,27875,27876,27875
6903,27860,27863,27865,27861,27865,27875,27875,27875,27876,27875,27883
6904,27863,27865,27861,27865,27875,27875,27875,27876,27875,27883,27877
6905,27865,27861,27865,27875,27875,27875,27876,27875,27883,27877,27878
6906,27861,27865,27875,27875,27875,27876,27875,27883,27877,27878,27883
6907,27865,27875,27875,27875,27876,27875,27883,27877,27878,27883,27881
6908,27875,27875,27875,27876,27875,27883,27877,27878,27883,27881,27882
6909,27875,27875,27876,27875,27883,27877,27878,27883,27881,27882,27877
6910,27875,27876,27875,27883,27877,27878,27883,27881,27882,27877,27886
6911,27876,27875,27883,27877,27878,27883,27881,27882,27877,27886,27888
6912,27875,27883,27877,27878,27883,27881,27882,27877,27886,27888,27874
6913,27883,27877,27878,27883,27881,27882,27877,27886,27888,27874,27874
6914,27877,27878,27883,27881,27882,27877,27886,27888,27874,27874,27873
6915,27878,27883,27881,27882,27877,27886,27888,27874,27874,27873,27874
6916,27883,27881,27882,27877,27886,27888,27874,27874,27873,27874,27874
6917,27881,27882,27877,27886,27888,27874,27874,27873,27874,27874,27857
6918,27882,27877,27886,27888,27874,27874,27873,27874,27874,27857,27864
6919,27877,27886,27888,27874,27874,27873,27874,27874,27857,27864,27865
6920,27886,27888,27874,27874,27873,27874,27874,27857,27864,27865,27864
6921,27888,27874,27874,27873,27874,27874,27857,27864,27865,27864,27866
6922,27874,27874,27873,27874,27874,27857,27864,27865,27864,27866,27866
6923,27874,27873,27874,27874,27857,27864,27865,27864,27866,27866,27863
6924,27873,27874,27874,27857,27864,27865,27864,27866,27866,27863,27867
6925,27874,27874,27857,27864,27865,27864,27866,27866,27863,27867,27862
6926,27874,27857,27864,27865,27864,27866,27866,27863,27867,27862,27863
6927,27857,27864,27865,27864,27866,27866,27863,27867,27862,27863,27866
6928,27864,27865,27864,27866,27866,27863,27867,27862,27863,27866,27862
6929,27865,27864,27866,27866,27863,27867,27862,27863,27866,27862,27864
6930,27864,27866,27866,27863,27867,27862,27863,27866,27862,27864,27864
6931,27866,27866,27863,27867,27862,27863,27866,27862,27864,27864,27864
6932,27866,27863,27867,27862,27863,27866,27862,27864,27864,27864,27856
6933,27863,27867,27862,27863,27866,27862,27864,27864,27864,27856,27854
6934,27867,27862,27863,27866,27862,27864,27864,27864,27856,27854,27855
6935,27862,27863,27866,27862,27864,27864,27864,27856,27854,27855,27855
6936,27863,27866,27862,27864,27864,27864,27856,27854,27855,27855,27849
6937,27866,27862,27864,27864,27864,27856,27854,27855,27855,27849,27848
6938,27862,27864,27864,27864,27856,27854,27855,27855,27849,27848,27849
6939,27864,27864,27864,27856,27854,27855,27855,27849,27848,27849,27849
6940,27864,27864,27856,27854,27855,27855,27849,27848,27849,27849,27847
6941,27864,27856,27854,27855,27855,27849,27848,27849,27849,27847,27848
6942,27856,27854,27855,27855,27849,27848,27849,27849,27847,27848,27854
6943,27854,27855,27855,27849,27848,27849,27849,27847,27848,27854,27842
6944,27855,27855,27849,27848,27849,27849,27847,27848,27854,27842,27834
6945,27855,27849,27848,27849,27849,27847,27848,27854,27842,27834,27837
6946,27849,27848,27849,27849,27847,27848,27854,27842,27834,27837,27840
6947,27848,27849,27849,27847,27848,27854,27842,27834,27837,27840,27834
6948,27849,27849,27847,27848,27854,27842,27834,27837,27840,27834,27854
6949,27849,27847,27848,27854,27842,27834,27837,27840,27834,27854,27849
6950,27847,27848,27854,27842,27834,27837,27840,27834,27854,27849,27841
6951,27848,27854,27842,27834,27837,27840,27834,27854,27849,27841,27853
6952,27854,27842,27834,27837,27840,27834,27854,27849,27841,27853,27851
6953,27842,27834,27837,27840,27834,27854,27849,27841,27853,27851,27858
6954,27834,27837,27840,27834,27854,27849,27841,27853,27851,27858,27858
6955,27837,27840,27834,27854,27849,27841,27853,27851,27858,27858,27861
6956,27840,27834,27854,27849,27841,27853,27851,27858,27858,27861,27866
6957,27834,27854,27849,27841,27853,27851,27858,27858,27861,27866,27873
6958,27854,27849,27841,27853,27851,27858,27858,27861,27866,27873,27879
6959,27849,27841,27853,27851,27858,27858,27861,27866,27873,27879,27877
6960,27841,27853,27851,27858,27858,27861,27866,27873,27879,27877,27882
6961,27853,27851,27858,27858,27861,27866,27873,27879,27877,27882,27880
6962,27851,27858,27858,27861,27866,27873,27879,27877,27882,27880,27874
6963,27858,27858,27861,27866,27873,27879,27877,27882,27880,27874,27865
6964,27858,27861,27866,27873,27879,27877,27882,27880,27874,27865,27857
6965,27861,27866,27873,27879,27877,27882,27880,27874,27865,27857,27858
6966,27866,27873,27879,27877,27882,27880,27874,27865,27857,27858,27858
6967,27873,27879,27877,27882,27880,27874,27865,27857,27858,27858,27851
6968,27879,27877,27882,27880,27874,27865,27857,27858,27858,27851,27847
6969,27877,27882,27880,27874,27865,27857,27858,27858,27851,27847,27830
6970,27882,27880,27874,27865,27857,27858,27858,27851,27847,27830,27840
6971,27880,27874,27865,27857,27858,27858,27851,27847,27830,27840,27840
6972,27874,27865,27857,27858,27858,27851,27847,27830,27840,27840,27838
6973,27865,27857,27858,27858,27851,27847,27830,27840,27840,27838,27842
6974,27857,27858,27858,27851,27847,27830,27840,27840,27838,27842,27838
6975,27858,27858,27851,27847,27830,27840,27840,27838,27842,27838,27828
6976,27858,27851,27847,27830,27840,27840,27838,27842,27838,27828,27830
6977,27851,27847,27830,27840,27840,27838,27842,27838,27828,27830,27828
6978,27847,27830,27840,27840,27838,27842,27838,27828,27830,27828,27822
6979,27830,27840,27840,27838,27842,27838,27828,27830,27828,27822,27818
6980,27840,27840,27838,27842,27838,27828,27830,27828,27822,27818,27823
6981,27840,27838,27842,27838,27828,27830,27828,27822,27818,27823,27839
6982,27838,27842,27838,27828,27830,27828,27822,27818,27823,27839,27838
6983,27842,27838,27828,27830,27828,27822,27818,27823,27839,27838,27841
6984,27838,27828,27830,27828,27822,27818,27823,27839,27838,27841,27839
6985,27828,27830,27828,27822,27818,27823,27839,27838,27841,27839,27849
6986,27830,27828,27822,27818,27823,27839,27838,27841,27839,27849,27847
6987,27828,27822,27818,27823,27839,27838,27841,27839,27849,27847,27842
6988,27822,27818,27823,27839,27838,27841,27839,27849,27847,27842,27842
6989,27818,27823,27839,27838,27841,27839,27849,27847,27842,27842,27844
6990,27823,27839,27838,27841,27839,27849,27847,27842,27842,27844,27842
6991,27839,27838,27841,27839,27849,27847,27842,27842,27844,27842,27841
6992,27838,27841,27839,27849,27847,27842,27842,27844,27842,27841,27842
6993,27841,27839,27849,27847,27842,27842,27844,27842,27841,27842,27849
6994,27839,27849,27847,27842,27842,27844,27842,27841,27842,27849,27847
6995,27849,27847,27842,27842,27844,27842,27841,27842,27849,27847,27852
6996,27847,27842,27842,27844,27842,27841,27842,27849,27847,27852,27855
6997,27842,27842,27844,27842,27841,27842,27849,27847,27852,27855,27854
6998,27842,27844,27842,27841,27842,27849,27847,27852,27855,27854,27855
6999,27844,27842,27841,27842,27849,27847,27852,27855,27854,27855,27856
7000,27842,27841,27842,27849,27847,27852,27855,27854,27855,27856,27858
7001,27841,27842,27849,27847,27852,27855,27854,27855,27856,27858,27858
7002,27842,27849,27847,27852,27855,27854,27855,27856,27858,27858,27844
7003,27849,27847,27852,27855,27854,27855,27856,27858,27858,27844,27840
7004,27847,27852,27855,27854,27855,27856,27858,27858,27844,27840,27839
7005,27852,27855,27854,27855,27856,27858,27858,27844,27840,27839,27840
7006,27855,27854,27855,27856,27858,27858,27844,27840,27839,27840,27840
7007,27854,27855,27856,27858,27858,27844,27840,27839,27840,27840,27840
7008,27855,27856,27858,27858,27844,27840,27839,27840,27840,27840,27839
7009,27856,27858,27858,27844,27840,27839,27840,27840,27840,27839,27857
7010,27858,27858,27844,27840,27839,27840,27840,27840,27839,27857,27856
7011,27858,27844,27840,27839,27840,27840,27840,27839,27857,27856,27857
7012,27844,27840,27839,27840,27840,27840,27839,27857,27856,27857,27859
7013,27840,27839,27840,27840,27840,27839,27857,27856,27857,27859,27858
7014,27839,27840,27840,27840,27839,27857,27856,27857,27859,27858,27858
7015,27840,27840,27840,27839,27857,27856,27857,27859,27858,27858,27861
7016,27840,27840,27839,27857,27856,27857,27859,27858,27858,27861,27870
7017,27840,27839,27857,27856,27857,27859,27858,27858,27861,27870,27874
7018,27839,27857,27856,27857,27859,27858,27858,27861,27870,27874,27875
7019,27857,27856,27857,27859,27858,27858,27861,27870,27874,27875,27876
7020,27856,27857,27859,27858,27858,27861,27870,27874,27875,27876,27876
7021,27857,27859,27858,27858,27861,27870,27874,27875,27876,27876,27887
7022,27859,27858,27858,27861,27870,27874,27875,27876,27876,27887,27875
7023,27858,27858,27861,27870,27874,27875,27876,27876,27887,27875,27871
7024,27858,27861,27870,27874,27875,27876,27876,27887,27875,27871,27874
7025,27861,27870,27874,27875,27876,27876,27887,27875,27871,27874,27873
7026,27870,27874,27875,27876,27876,27887,27875,27871,27874,27873,27878
7027,27874,27875,27876,27876,27887,27875,27871,27874,27873,27878,27877
7028,27875,27876,27876,27887,27875,27871,27874,27873,27878,27877,27876
7029,27876,27876,27887,27875,27871,27874,27873,27878,27877,27876,27877
7030,27876,27887,27875,27871,27874,27873,27878,27877,27876,27877,27877
7031,27887,27875,27871,27874,27873,27878,27877,27876,27877,27877,27875
7032,27875,27871,27874,27873,27878,27877,27876,27877,27877,27875,27874
7033,27871,27874,27873,27878,27877,27876,27877,27877,27875,27874,27876
7034,27874,27873,27878,27877,27876,27877,27877,27875,27874,27876,27867
7035,27873,27878,27877,27876,27877,27877,27875,27874,27876,27867,27859
7036,27878,27877,27876,27877,27877,27875,27874,27876,27867,27859,27860
7037,27877,27876,27877,27877,27875,27874,27876,27867,27859,27860,27866
7038,27876,27877,27877,27875,27874,27876,27867,27859,27860,27866,27872
7039,27877,27877,27875,27874,27876,27867,27859,27860,27866,27872,27859
7040,27877,27875,27874,27876,27867,27859,27860,27866,27872,27859,27860
7041,27875,27874,27876,27867,27859,27860,27866,27872,27859,27860,27862
7042,27874,27876,27867,27859,27860,27866,27872,27859,27860,27862,27862
7043,27876,27867,27859,27860,27866,27872,27859,27860,27862,27862,27862
7044,27867,27859,27860,27866,27872,27859,27860,27862,27862,27862,27863
7045,27859,27860,27866,27872,27859,27860,27862,27862,27862,27863,27865
7046,27860,27866,27872,27859,27860,27862,27862,27862,27863,27865,27866
7047,27866,27872,27859,27860,27862,27862,27862,27863,27865,27866,27864
7048,27872,27859,27860,27862,27862,27862,27863,27865,27866,27864,27864
7049,27859,27860,27862,27862,27862,27863,27865,27866,27864,27864,27863
7050,27860,27862,27862,27862,27863,27865,27866,27864,27864,27863,27863
7051,27862,27862,27862,27863,27865,27866,27864,27864,27863,27863,27864
7052,27862,27862,27863,27865,27866,27864,27864,27863,27863,27864,27864
7053,27862,27863,27865,27866,27864,27864,27863,27863,27864,27864,27864
7054,27863,27865,27866,27864,27864,27863,27863,27864,27864,27864,27865
7055,27865,27866,27864,27864,27863,27863,27864,27864,27864,27865,27865
7056,27866,27864,27864,27863,27863,27864,27864,27864,27865,27865,27866
7057,27864,27864,27863,27863,27864,27864,27864,27865,27865,27866,27865
7058,27864,27863,27863,27864,27864,27864,27865,27865,27866,27865,27866
7059,27863,27863,27864,27864,27864,27865,27865,27866,27865,27866,27866
7060,27863,27864,27864,27864,27865,27865,27866,27865,27866,27866,27867
7061,27864,27864,27864,27865,27865,27866,27865,27866,27866,27867,27868
7062,27864,27864,27865,27865,27866,27865,27866,27866,27867,27868,27867
7063,27864,27865,27865,27866,27865,27866,27866,27867,27868,27867,27867
7064,27865,27865,27866,27865,27866,27866,27867,27868,27867,27867,27867
7065,27865,27866,27865,27866,27866,27867,27868,27867,27867,27867,27868
7066,27866,27865,27866,27866,27867,27868,27867,27867,27867,27868,27867
7067,27865,27866,27866,27867,27868,27867,27867,27867,27868,27867,27873
7068,27866,27866,27867,27868,27867,27867,27867,27868,27867,27873,27873
7069,27866,27867,27868,27867,27867,27867,27868,27867,27873,27873,27873
7070,27867,27868,27867,27867,27867,27868,27867,27873,27873,27873,27879
7071,27868,27867,27867,27867,27868,27867,27873,27873,27873,27879,27877
7072,27867,27867,27867,27868,27867,27873,27873,27873,27879,27877,27878
7073,27867,27867,27868,27867,27873,27873,27873,27879,27877,27878,27879
7074,27867,27868,27867,27873,27873,27873,27879,27877,27878,27879,27879
7075,27868,27867,27873,27873,27873,27879,27877,27878,27879,27879,27881
7076,27867,27873,27873,27873,27879,27877,27878,27879,27879,27881,27887
7077,27873,27873,27873,27879,27877,27878,27879,27879,27881,27887,27889
7078,27873,27873,27879,27877,27878,27879,27879,27881,27887,27889,27890
7079,27873,27879,27877,27878,27879,27879,27881,27887,27889,27890,27883
7080,27879,27877,27878,27879,27879,27881,27887,27889,27890,27883,27876
7081,27877,27878,27879,27879,27881,27887,27889,27890,27883,27876,27870
7082,27878,27879,27879,27881,27887,27889,27890,27883,27876,27870,27863
7083,27879,27879,27881,27887,27889,27890,27883,27876,27870,27863,27863
7084,27879,27881,27887,27889,27890,27883,27876,27870,27863,27863,27865
7085,27881,27887,27889,27890,27883,27876,27870,27863,27863,27865,27863
7086,27887,27889,27890,27883,27876,27870,27863,27863,27865,27863,27864
7087,27889,27890,27883,27876,27870,27863,27863,27865,27863,27864,27862
7088,27890,27883,27876,27870,27863,27863,27865,27863,27864,27862,27871
7089,27883,27876,27870,27863,27863,27865,27863,27864,27862,27871,27870
7090,27876,27870,27863,27863,27865,27863,27864,27862,27871,27870,27872
7091,27870,27863,27863,27865,27863,27864,27862,27871,27870,27872,27874
7092,27863,27863,27865,27863,27864,27862,27871,27870,27872,27874,27886
7093,27863,27865,27863,27864,27862,27871,27870,27872,27874,27886,27886
7094,27865,27863,27864,27862,27871,27870,27872,27874,27886,27886,27885
7095,27863,27864,27862,27871,27870,27872,27874,27886,27886,27885,27889
7096,27864,27862,27871,27870,27872,27874,27886,27886,27885,27889,27883
7097,27862,27871,27870,27872,27874,27886,27886,27885,27889,27883,27882
7098,27871,27870,27872,27874,27886,27886,27885,27889,27883,27882,27885
7099,27870,27872,27874,27886,27886,27885,27889,27883,27882,27885,27887
7100,27872,27874,27886,27886,27885,27889,27883,27882,27885,27887,27888
7101,27874,27886,27886,27885,27889,27883,27882,27885,27887,27888,27889
7102,27886,27886,27885,27889,27883,27882,27885,27887,27888,27889,27891
7103,27886,27885,27889,27883,27882,27885,27887,27888,27889,27891,27907
7104,27885,27889,27883,27882,27885,27887,27888,27889,27891,27907,27914
7105,27889,27883,27882,27885,27887,27888,27889,27891,27907,27914,27911
7106,27883,27882,27885,27887,27888,27889,27891,27907,27914,27911,27916
7107,27882,27885,27887,27888,27889,27891,27907,27914,27911,27916,27913
7108,27885,27887,27888,27889,27891,27907,27914,27911,27916,27913,27912
7109,27887,27888,27889,27891,27907,27914,27911,27916,27913,27912,27910
7110,27888,27889,27891,27907,27914,27911,27916,27913,27912,27910,27910
7111,27889,27891,27907,27914,27911,27916,27913,27912,27910,27910,27909
7112,27891,27907,27914,27911,27916,27913,27912,27910,27910,27909,27907
7113,27907,27914,27911,27916,27913,27912,27910,27910,27909,27907,27913
7114,27914,27911,27916,27913,27912,27910,27910,27909,27907,27913,27907
7115,27911,27916,27913,27912,27910,27910,27909,27907,27913,27907,27918
7116,27916,27913,27912,27910,27910,27909,27907,27913,27907,27918,27919
7117,27913,27912,27910,27910,27909,27907,27913,27907,27918,27919,27922
7118,27912,27910,27910,27909,27907,27913,27907,27918,27919,27922,27933
7119,27910,27910,27909,27907,27913,27907,27918,27919,27922,27933,27909
7120,27910,27909,27907,27913,27907,27918,27919,27922,27933,27909,27914
7121,27909,27907,27913,27907,27918,27919,27922,27933,27909,27914,27912
7122,27907,27913,27907,27918,27919,27922,27933,27909,27914,27912,27910
7123,27913,27907,27918,27919,27922,27933,27909,27914,27912,27910,27901
7124,27907,27918,27919,27922,27933,27909,27914,27912,27910,27901,27898
7125,27918,27919,27922,27933,27909,27914,27912,27910,27901,27898,27900
7126,27919,27922,27933,27909,27914,27912,27910,27901,27898,27900,27905
7127,27922,27933,27909,27914,27912,27910,27901,27898,27900,27905,27906
7128,27933,27909,27914,27912,27910,27901,27898,27900,27905,27906,27907
7129,27909,27914,27912,27910,27901,27898,27900,27905,27906,27907,27907
7130,27914,27912,27910,27901,27898,27900,27905,27906,27907,27907,27925
7131,27912,27910,27901,27898,27900,27905,27906,27907,27907,27925,27931
7132,27910,27901,27898,27900,27905,27906,27907,27907,27925,27931,27932
7133,27901,27898,27900,27905,27906,27907,27907,27925,27931,27932,27997
7134,27898,27900,27905,27906,27907,27907,27925,27931,27932,27997,27996
7135,27900,27905,27906,27907,27907,27925,27931,27932,27997,27996,27983
7136,27905,27906,27907,27907,27925,27931,27932,27997,27996,27983,27984
7137,27906,27907,27907,27925,27931,27932,27997,27996,27983,27984,27969
7138,27907,27907,27925,27931,27932,27997,27996,27983,27984,27969,27968
7139,27907,27925,27931,27932,27997,27996,27983,27984,27969,27968,27966
7140,27925,27931,27932,27997,27996,27983,27984,27969,27968,27966,27967
7141,27931,27932,27997,27996,27983,27984,27969,27968,27966,27967,27969
7142,27932,27997,27996,27983,27984,27969,27968,27966,27967,27969,27960
7143,27997,27996,27983,27984,27969,27968,27966,27967,27969,27960,27945
7144,27996,27983,27984,27969,27968,27966,27967,27969,27960,27945,27958
7145,27983,27984,27969,27968,27966,27967,27969,27960,27945,27958,27959
7146,27984,27969,27968,27966,27967,27969,27960,27945,27958,27959,27952
7147,27969,27968,27966,27967,27969,27960,27945,27958,27959,27952,27952
7148,27968,27966,27967,27969,27960,27945,27958,27959,27952,27952,27953
7149,27966,27967,27969,27960,27945,27958,27959,27952,27952,27953,27949
7150,27967,27969,27960,27945,27958,27959,27952,27952,27953,27949,27943
7151,27969,27960,27945,27958,27959,27952,27952,27953,27949,27943,27946
7152,27960,27945,27958,27959,27952,27952,27953,27949,27943,27946,27946
7153,27945,27958,27959,27952,27952,27953,27949,27943,27946,27946,27935
7154,27958,27959,27952,27952,27953,27949,27943,27946,27946,27935,27941
7155,27959,27952,27952,27953,27949,27943,27946,27946,27935,27941,27948
7156,27952,27952,27953,27949,27943,27946,27946,27935,27941,27948,27950
7157,27952,27953,27949,27943,27946,27946,27935,27941,27948,27950,27950
7158,27953,27949,27943,27946,27946,27935,27941,27948,27950,27950,27964
7159,27949,27943,27946,27946,27935,27941,27948,27950,27950,27964,27981
7160,27943,27946,27946,27935,27941,27948,27950,27950,27964,27981,27975
7161,27946,27946,27935,27941,27948,27950,27950,27964,27981,27975,27974
7162,27946,27935,27941,27948,27950,27950,27964,27981,27975,27974,27971
7163,27935,27941,27948,27950,27950,27964,27981,27975,27974,27971,27973
7164,27941,27948,27950,27950,27964,27981,27975,27974,27971,27973,27978
7165,27948,27950,27950,27964,27981,27975,27974,27971,27973,27978,27981
7166,27950,27950,27964,27981,27975,27974,27971,27973,27978,27981,27981
7167,27950,27964,27981,27975,27974,27971,27973,27978,27981,27981,27983
7168,27964,27981,27975,27974,27971,27973,27978,27981,27981,27983,27981
7169,27981,27975,27974,27971,27973,27978,27981,27981,27983,27981,27986
7170,27975,27974,27971,27973,27978,27981,27981,27983,27981,27986,27989
7171,27974,27971,27973,27978,27981,27981,27983,27981,27986,27989,27993
7172,27971,27973,27978,27981,27981,27983,27981,27986,27989,27993,27995
7173,27973,27978,27981,27981,27983,27981,27986,27989,27993,27995,27997
7174,27978,27981,27981,27983,27981,27986,27989,27993,27995,27997,27992
7175,27981,27981,27983,27981,27986,27989,27993,27995,27997,27992,27994
7176,27981,27983,27981,27986,27989,27993,27995,27997,27992,27994,27996
7177,27983,27981,27986,27989,27993,27995,27997,27992,27994,27996,27994
7178,27981,27986,27989,27993,27995,27997,27992,27994,27996,27994,27990
7179,27986,27989,27993,27995,27997,27992,27994,27996,27994,27990,27990
7180,27989,27993,27995,27997,27992,27994,27996,27994,27990,27990,27990
7181,27993,27995,27997,27992,27994,27996,27994,27990,27990,27990,27990
7182,27995,27997,27992,27994,27996,27994,27990,27990,27990,27990,27985
7183,27997,27992,27994,27996,27994,27990,27990,27990,27990,27985,27972
7184,27992,27994,27996,27994,27990,27990,27990,27990,27985,27972,27967
7185,27994,27996,27994,27990,27990,27990,27990,27985,27972,27967,27967
7186,27996,27994,27990,27990,27990,27990,27985,27972,27967,27967,27958
7187,27994,27990,27990,27990,27990,27985,27972,27967,27967,27958,27965
7188,27990,27990,27990,27990,27985,27972,27967,27967,27958,27965,27976
7189,27990,27990,27990,27985,27972,27967,27967,27958,27965,27976,27974
7190,27990,27990,27985,27972,27967,27967,27958,27965,27976,27974,27972
7191,27990,27985,27972,27967,27967,27958,27965,27976,27974,27972,27967
7192,27985,27972,27967,27967,27958,27965,27976,27974,27972,27967,27966
7193,27972,27967,27967,27958,27965,27976,27974,27972,27967,27966,27960
7194,27967,27967,27958,27965,27976,27974,27972,27967,27966,27960,27965
7195,27967,27958,27965,27976,27974,27972,27967,27966,27960,27965,27963
7196,27958,27965,27976,27974,27972,27967,27966,27960,27965,27963,27956
7197,27965,27976,27974,27972,27967,27966,27960,27965,27963,27956,27953
7198,27976,27974,27972,27967,27966,27960,27965,27963,27956,27953,27953
7199,27974,27972,27967,27966,27960,27965,27963,27956,27953,27953,27953
7200,27972,27967,27966,27960,27965,27963,27956,27953,27953,27953,27953
7201,27967,27966,27960,27965,27963,27956,27953,27953,27953,27953,27946
7202,27966,27960,27965,27963,27956,27953,27953,27953,27953,27946,27941
7203,27960,27965,27963,27956,27953,27953,27953,27953,27946,27941,27937
7204,27965,27963,27956,27953,27953,27953,27953,27946,27941,27937,27939
7205,27963,27956,27953,27953,27953,27953,27946,27941,27937,27939,27951
7206,27956,27953,27953,27953,27953,27946,27941,27937,27939,27951,27955
7207,27953,27953,27953,27953,27946,27941,27937,27939,27951,27955,27952
7208,27953,27953,27953,27946,27941,27937,27939,27951,27955,27952,27955
7209,27953,27953,27946,27941,27937,27939,27951,27955,27952,27955,27955
7210,27953,27946,27941,27937,27939,27951,27955,27952,27955,27955,27955
7211,27946,27941,27937,27939,27951,27955,27952,27955,27955,27955,27956
7212,27941,27937,27939,27951,27955,27952,27955,27955,27955,27956,27956
7213,27937,27939,27951,27955,27952,27955,27955,27955,27956,27956,27944
7214,27939,27951,27955,27952,27955,27955,27955,27956,27956,27944,27935
7215,27951,27955,27952,27955,27955,27955,27956,27956,27944,27935,27931
7216,27955,27952,27955,27955,27955,27956,27956,27944,27935,27931,27931
7217,27952,27955,27955,27955,27956,27956,27944,27935,27931,27931,27933
7218,27955,27955,27955,27956,27956,27944,27935,27931,27931,27933,27933
7219,27955,27955,27956,27956,27944,27935,27931,27931,27933,27933,27944
7220,27955,27956,27956,27944,27935,27931,27931,27933,27933,27944,27941
7221,27956,27956,27944,27935,27931,27931,27933,27933,27944,27941,27944
7222,27956,27944,27935,27931,27931,27933,27933,27944,27941,27944,27942
7223,27944,27935,27931,27931,27933,27933,27944,27941,27944,27942,27941
7224,27935,27931,27931,27933,27933,27944,27941,27944,27942,27941,27941
7225,27931,27931,27933,27933,27944,27941,27944,27942,27941,27941,27941
7226,27931,27933,27933,27944,27941,27944,27942,27941,27941,27941,27941
7227,27933,27933,27944,27941,27944,27942,27941,27941,27941,27941,27940
7228,27933,27944,27941,27944,27942,27941,27941,27941,27941,27940,27935
7229,27944,27941,27944,27942,27941,27941,27941,27941,27940,27935,27936
7230,27941,27944,27942,27941,27941,27941,27941,27940,27935,27936,27946
7231,27944,27942,27941,27941,27941,27941,27940,27935,27936,27946,27942
7232,27942,27941,27941,27941,27941,27940,27935,27936,27946,27942,27945
7233,27941,27941,27941,27941,27940,27935,27936,27946,27942,27945,27957
7234,27941,27941,27941,27940,27935,27936,27946,27942,27945,27957,27958
7235,27941,27941,27940,27935,27936,27946,27942,27945,27957,27958,27955
7236,27941,27940,27935,27936,27946,27942,27945,27957,27958,27955,27953
7237,27940,27935,27936,27946,27942,27945,27957,27958,27955,27953,27960
7238,27935,27936,27946,27942,27945,27957,27958,27955,27953,27960,27958
7239,27936,27946,27942,27945,27957,27958,27955,27953,27960,27958,27966
7240,27946,27942,27945,27957,27958,27955,27953,27960,27958,27966,27967
7241,27942,27945,27957,27958,27955,27953,27960,27958,27966,27967,27965
7242,27945,27957,27958,27955,27953,27960,27958,27966,27967,27965,27969
7243,27957,27958,27955,27953,27960,27958,27966,27967,27965,27969,27969
7244,27958,27955,27953,27960,27958,27966,27967,27965,27969,27969,27969
7245,27955,27953,27960,27958,27966,27967,27965,27969,27969,27969,27973
7246,27953,27960,27958,27966,27967,27965,27969,27969,27969,27973,27985
7247,27960,27958,27966,27967,27965,27969,27969,27969,27973,27985,27990
7248,27958,27966,27967,27965,27969,27969,27969,27973,27985,27990,27968
7249,27966,27967,27965,27969,27969,27969,27973,27985,27990,27968,27967
7250,27967,27965,27969,27969,27969,27973,27985,27990,27968,27967,27968
7251,27965,27969,27969,27969,27973,27985,27990,27968,27967,27968,27968
7252,27969,27969,27969,27973,27985,27990,27968,27967,27968,27968,27968
7253,27969,27969,27973,27985,27990,27968,27967,27968,27968,27968,27967
7254,27969,27973,27985,27990,27968,27967,27968,27968,27968,27967,27967
7255,27973,27985,27990,27968,27967,27968,27968,27968,27967,27967,27968
7256,27985,27990,27968,27967,27968,27968,27968,27967,27967,27968,27972
7257,27990,27968,27967,27968,27968,27968,27967,27967,27968,27972,27971
7258,27968,27967,27968,27968,27968,27967,27967,27968,27972,27971,27979
7259,27967,27968,27968,27968,27967,27967,27968,27972,27971,27979,27986
7260,27968,27968,27968,27967,27967,27968,27972,27971,27979,27986,27987
7261,27968,27968,27967,27967,27968,27972,27971,27979,27986,27987,27984
7262,27968,27967,27967,27968,27972,27971,27979,27986,27987,27984,27984
7263,27967,27967,27968,27972,27971,27979,27986,27987,27984,27984,27986
7264,27967,27968,27972,27971,27979,27986,27987,27984,27984,27986,27984
7265,27968,27972,27971,27979,27986,27987,27984,27984,27986,27984,27989
7266,27972,27971,27979,27986,27987,27984,27984,27986,27984,27989,27992
7267,27971,27979,27986,27987,27984,27984,27986,27984,27989,27992,27986
7268,27979,27986,27987,27984,27984,27986,27984,27989,27992,27986,27992
7269,27986,27987,27984,27984,27986,27984,27989,27992,27986,27992,27992
7270,27987,27984,27984,27986,27984,27989,27992,27986,27992,27992,27995
7271,27984,27984,27986,27984,27989,27992,27986,27992,27992,27995,28002
7272,27984,27986,27984,27989,27992,27986,27992,27992,27995,28002,28004
7273,27986,27984,27989,27992,27986,27992,27992,27995,28002,28004,28013
7274,27984,27989,27992,27986,27992,27992,27995,28002,28004,28013,28014
