Local time,Open,High,Low,Close,Volume
08.04.2023 02:34:00.000 GMT+0330,27904,27908,27904,27905,0.0001
08.04.2023 02:35:00.000 GMT+0330,27908,27934,27908,27928,0.0002
08.04.2023 02:36:00.000 GMT+0330,27929,27932,27903,27903,0.0003
08.04.2023 02:37:00.000 GMT+0330,27902,27908,27902,27902,0.0001
08.04.2023 02:38:00.000 GMT+0330,27902,27902,27876,27878,0.0002
08.04.2023 02:39:00.000 GMT+0330,27881,27896,27879,27884,0.0003
08.04.2023 02:40:00.000 GMT+0330,27885,27890,27874,27878,0.0003
08.04.2023 02:41:00.000 GMT+0330,27878,27882,27876,27879,0.0002
08.04.2023 02:42:00.000 GMT+0330,27878,27881,27871,27877,0.0002
08.04.2023 02:43:00.000 GMT+0330,27878,27884,27878,27883,0.0002
08.04.2023 02:44:00.000 GMT+0330,27884,27890,27882,27888,0.0002
08.04.2023 02:45:00.000 GMT+0330,27889,27889,27887,27888,0.0002
08.04.2023 02:46:00.000 GMT+0330,27888,27892,27887,27892,0.0001
08.04.2023 02:47:00.000 GMT+0330,27892,27892,27866,27871,0.0002
08.04.2023 02:48:00.000 GMT+0330,27871,27874,27871,27871,0.0001
08.04.2023 02:49:00.000 GMT+0330,27870,27871,27867,27871,0.0001
08.04.2023 02:50:00.000 GMT+0330,27871,27872,27871,27872,0
08.04.2023 02:51:00.000 GMT+0330,27871,27872,27871,27872,0
08.04.2023 02:52:00.000 GMT+0330,27873,27874,27872,27874,0.0001
08.04.2023 02:53:00.000 GMT+0330,27874,27874,27867,27867,0
08.04.2023 02:54:00.000 GMT+0330,27867,27867,27855,27858,0.0002
08.04.2023 02:55:00.000 GMT+0330,27859,27861,27859,27860,0.0002
08.04.2023 02:56:00.000 GMT+0330,27860,27866,27849,27864,0.0002
08.04.2023 02:57:00.000 GMT+0330,27864,27866,27859,27863,0.0002
08.04.2023 02:58:00.000 GMT+0330,27862,27863,27856,27860,0.0001
08.04.2023 02:59:00.000 GMT+0330,27860,27865,27860,27863,0.0002
08.04.2023 03:00:00.000 GMT+0330,27863,27865,27861,27865,0.0002
08.04.2023 03:01:00.000 GMT+0330,27864,27866,27861,27861,0.0001
08.04.2023 03:02:00.000 GMT+0330,27861,27866,27860,27865,0.0001
08.04.2023 03:03:00.000 GMT+0330,27866,27875,27865,27875,0.0001
08.04.2023 03:04:00.000 GMT+0330,27876,27880,27874,27875,0.0001
08.04.2023 03:05:00.000 GMT+0330,27875,27877,27874,27875,0.0002
08.04.2023 03:06:00.000 GMT+0330,27875,27876,27873,27876,0.0001
08.04.2023 03:07:00.000 GMT+0330,27876,27877,27874,27875,0.0001
08.04.2023 03:08:00.000 GMT+0330,27875,27883,27875,27883,0.0001
08.04.2023 03:09:00.000 GMT+0330,27883,27883,27874,27877,0.0001
08.04.2023 03:10:00.000 GMT+0330,27879,27880,27877,27878,0.0001
08.04.2023 03:11:00.000 GMT+0330,27879,27883,27878,27883,0.0002
08.04.2023 03:12:00.000 GMT+0330,27882,27883,27878,27881,0.0001
08.04.2023 03:13:00.000 GMT+0330,27882,27883,27881,27882,0.0001
08.04.2023 03:14:00.000 GMT+0330,27882,27882,27871,27877,0.0001
08.04.2023 03:15:00.000 GMT+0330,27875,27892,27875,27886,0.0001
08.04.2023 03:16:00.000 GMT+0330,27886,27892,27886,27888,0.0002
08.04.2023 03:17:00.000 GMT+0330,27889,27891,27874,27874,0.0002
08.04.2023 03:18:00.000 GMT+0330,27871,27874,27870,27874,0.0002
08.04.2023 03:19:00.000 GMT+0330,27874,27877,27872,27873,0.0002
08.04.2023 03:20:00.000 GMT+0330,27873,27877,27873,27874,0.0001
08.04.2023 03:21:00.000 GMT+0330,27874,27877,27873,27874,0.0001
08.04.2023 03:22:00.000 GMT+0330,27876,27878,27857,27857,0.0002
08.04.2023 03:23:00.000 GMT+0330,27858,27864,27857,27864,0.0001
08.04.2023 03:24:00.000 GMT+0330,27865,27867,27864,27865,0.0001
08.04.2023 03:25:00.000 GMT+0330,27864,27866,27864,27864,0.0001
08.04.2023 03:26:00.000 GMT+0330,27863,27866,27863,27866,0.0001
08.04.2023 03:27:00.000 GMT+0330,27866,27866,27863,27866,0.0001
08.04.2023 03:28:00.000 GMT+0330,27866,27867,27863,27863,0.0001
08.04.2023 03:29:00.000 GMT+0330,27864,27867,27863,27867,0
08.04.2023 03:30:00.000 GMT+0330,27866,27868,27862,27862,0.0001
08.04.2023 03:31:00.000 GMT+0330,27863,27865,27863,27863,0
08.04.2023 03:32:00.000 GMT+0330,27863,27868,27863,27866,0.0001
08.04.2023 03:33:00.000 GMT+0330,27865,27868,27862,27862,0.0001
08.04.2023 03:34:00.000 GMT+0330,27861,27864,27861,27864,0.0001
08.04.2023 03:35:00.000 GMT+0330,27865,27866,27862,27864,0.0001
08.04.2023 03:36:00.000 GMT+0330,27863,27864,27863,27864,0
08.04.2023 03:37:00.000 GMT+0330,27863,27864,27855,27856,0.0001
08.04.2023 03:38:00.000 GMT+0330,27856,27856,27854,27854,0.0001
08.04.2023 03:39:00.000 GMT+0330,27855,27855,27854,27855,0.0002
08.04.2023 03:40:00.000 GMT+0330,27855,27857,27854,27855,0.0001
08.04.2023 03:41:00.000 GMT+0330,27855,27855,27847,27849,0.0001
08.04.2023 03:42:00.000 GMT+0330,27848,27850,27847,27848,0.0002
08.04.2023 03:43:00.000 GMT+0330,27848,27851,27848,27849,0.0002
08.04.2023 03:44:00.000 GMT+0330,27849,27849,27848,27849,0.0001
08.04.2023 03:45:00.000 GMT+0330,27848,27864,27847,27847,0.0001
08.04.2023 03:46:00.000 GMT+0330,27847,27849,27847,27848,0.0001
08.04.2023 03:47:00.000 GMT+0330,27848,27854,27848,27854,0.0001
08.04.2023 03:48:00.000 GMT+0330,27854,27854,27842,27842,0.0002
08.04.2023 03:49:00.000 GMT+0330,27838,27840,27833,27834,0.0003
08.04.2023 03:50:00.000 GMT+0330,27834,27837,27833,27837,0.0002
08.04.2023 03:51:00.000 GMT+0330,27837,27840,27837,27840,0.0001
08.04.2023 03:52:00.000 GMT+0330,27839,27840,27830,27834,0.0002
08.04.2023 03:53:00.000 GMT+0330,27833,27854,27832,27854,0.0002
08.04.2023 03:54:00.000 GMT+0330,27856,27856,27846,27849,0.0001
08.04.2023 03:55:00.000 GMT+0330,27849,27851,27840,27841,0.0002
08.04.2023 03:56:00.000 GMT+0330,27842,27854,27841,27853,0.0001
08.04.2023 03:57:00.000 GMT+0330,27852,27854,27849,27851,0.0001
08.04.2023 03:58:00.000 GMT+0330,27852,27861,27852,27858,0.0001
08.04.2023 03:59:00.000 GMT+0330,27860,27860,27857,27858,0.0001
08.04.2023 04:00:00.000 GMT+0330,27858,27862,27857,27861,0.0001
08.04.2023 04:01:00.000 GMT+0330,27862,27867,27861,27866,0.0001
08.04.2023 04:02:00.000 GMT+0330,27867,27874,27867,27873,0.0001
08.04.2023 04:03:00.000 GMT+0330,27874,27882,27874,27879,0.0001
08.04.2023 04:04:00.000 GMT+0330,27879,27879,27875,27877,0.0002
08.04.2023 04:05:00.000 GMT+0330,27876,27883,27875,27882,0.0001
08.04.2023 04:06:00.000 GMT+0330,27882,27883,27879,27880,0.0001
08.04.2023 04:07:00.000 GMT+0330,27881,27881,27874,27874,0.0002
08.04.2023 04:08:00.000 GMT+0330,27873,27873,27864,27865,0.0001
08.04.2023 04:09:00.000 GMT+0330,27865,27865,27856,27857,0.0001
08.04.2023 04:10:00.000 GMT+0330,27857,27861,27857,27858,0.0001
08.04.2023 04:11:00.000 GMT+0330,27858,27860,27858,27858,0.0001
08.04.2023 04:12:00.000 GMT+0330,27858,27860,27850,27851,0.0002
08.04.2023 04:13:00.000 GMT+0330,27851,27853,27846,27847,0.0002
08.04.2023 04:14:00.000 GMT+0330,27848,27848,27829,27830,0.0002
08.04.2023 04:15:00.000 GMT+0330,27830,27844,27828,27840,0.0002
08.04.2023 04:16:00.000 GMT+0330,27839,27844,27837,27840,0.0002
08.04.2023 04:17:00.000 GMT+0330,27840,27845,27838,27838,0.0002
08.04.2023 04:18:00.000 GMT+0330,27840,27843,27839,27842,0.0002
08.04.2023 04:19:00.000 GMT+0330,27842,27842,27838,27838,0.0002
08.04.2023 04:20:00.000 GMT+0330,27836,27836,27826,27828,0.0002
08.04.2023 04:21:00.000 GMT+0330,27828,27831,27828,27830,0.0001
08.04.2023 04:22:00.000 GMT+0330,27830,27831,27826,27828,0.0001
08.04.2023 04:23:00.000 GMT+0330,27828,27828,27822,27822,0.0001
08.04.2023 04:24:00.000 GMT+0330,27822,27822,27817,27818,0.0001
08.04.2023 04:25:00.000 GMT+0330,27819,27827,27818,27823,0.0002
08.04.2023 04:26:00.000 GMT+0330,27821,27842,27821,27839,0.0002
08.04.2023 04:27:00.000 GMT+0330,27839,27840,27836,27838,0.0002
08.04.2023 04:28:00.000 GMT+0330,27837,27843,27835,27841,0.0002
08.04.2023 04:29:00.000 GMT+0330,27840,27843,27837,27839,0.0002
08.04.2023 04:30:00.000 GMT+0330,27840,27853,27838,27849,0.0002
08.04.2023 04:31:00.000 GMT+0330,27849,27851,27845,27847,0.0002
08.04.2023 04:32:00.000 GMT+0330,27847,27849,27840,27842,0.0002
08.04.2023 04:33:00.000 GMT+0330,27842,27846,27840,27842,0.0002
08.04.2023 04:34:00.000 GMT+0330,27843,27846,27841,27844,0.0001
08.04.2023 04:35:00.000 GMT+0330,27844,27844,27842,27842,0.0001
08.04.2023 04:36:00.000 GMT+0330,27842,27845,27839,27841,0.0002
08.04.2023 04:37:00.000 GMT+0330,27844,27845,27842,27842,0.0001
08.04.2023 04:38:00.000 GMT+0330,27842,27849,27841,27849,0.0002
08.04.2023 04:39:00.000 GMT+0330,27851,27851,27846,27847,0.0001
08.04.2023 04:40:00.000 GMT+0330,27847,27854,27847,27852,0.0001
08.04.2023 04:41:00.000 GMT+0330,27852,27855,27848,27855,0.0001
08.04.2023 04:42:00.000 GMT+0330,27857,27857,27851,27854,0.0001
08.04.2023 04:43:00.000 GMT+0330,27855,27856,27855,27855,0
08.04.2023 04:44:00.000 GMT+0330,27855,27856,27855,27856,0
08.04.2023 04:45:00.000 GMT+0330,27856,27858,27856,27858,0.0001
08.04.2023 04:46:00.000 GMT+0330,27858,27861,27857,27858,0.0001
08.04.2023 04:47:00.000 GMT+0330,27858,27858,27844,27844,0.0001
08.04.2023 04:48:00.000 GMT+0330,27844,27844,27837,27840,0.0001
08.04.2023 04:49:00.000 GMT+0330,27840,27842,27839,27839,0.0001
08.04.2023 04:50:00.000 GMT+0330,27839,27840,27839,27840,0
08.04.2023 04:51:00.000 GMT+0330,27840,27840,27839,27840,0.0001
08.04.2023 04:52:00.000 GMT+0330,27840,27840,27840,27840,0
08.04.2023 04:53:00.000 GMT+0330,27839,27840,27839,27839,0
08.04.2023 04:54:00.000 GMT+0330,27840,27857,27839,27857,0.0001
08.04.2023 04:55:00.000 GMT+0330,27860,27860,27855,27856,0.0001
08.04.2023 04:56:00.000 GMT+0330,27855,27859,27854,27857,0.0001
08.04.2023 04:57:00.000 GMT+0330,27858,27859,27857,27859,0.0001
08.04.2023 04:58:00.000 GMT+0330,27858,27858,27857,27858,0.0001
08.04.2023 04:59:00.000 GMT+0330,27858,27860,27858,27858,0
08.04.2023 05:00:00.000 GMT+0330,27860,27861,27860,27861,0
08.04.2023 05:01:00.000 GMT+0330,27861,27875,27861,27870,0.0001
08.04.2023 05:02:00.000 GMT+0330,27870,27875,27866,27874,0.0002
08.04.2023 05:03:00.000 GMT+0330,27874,27876,27873,27875,0.0001
08.04.2023 05:04:00.000 GMT+0330,27875,27877,27873,27876,0.0002
08.04.2023 05:05:00.000 GMT+0330,27877,27877,27872,27876,0.0001
08.04.2023 05:06:00.000 GMT+0330,27875,27888,27875,27887,0.0001
08.04.2023 05:07:00.000 GMT+0330,27889,27890,27872,27875,0.0002
08.04.2023 05:08:00.000 GMT+0330,27874,27877,27869,27871,0.0001
08.04.2023 05:09:00.000 GMT+0330,27872,27875,27872,27874,0.0001
08.04.2023 05:10:00.000 GMT+0330,27874,27876,27873,27873,0.0001
08.04.2023 05:11:00.000 GMT+0330,27873,27878,27873,27878,0.0001
08.04.2023 05:12:00.000 GMT+0330,27878,27878,27875,27877,0.0001
08.04.2023 05:13:00.000 GMT+0330,27876,27876,27876,27876,0.0001
08.04.2023 05:14:00.000 GMT+0330,27876,27880,27876,27877,0.0001
08.04.2023 05:15:00.000 GMT+0330,27877,27878,27876,27877,0.0001
08.04.2023 05:16:00.000 GMT+0330,27876,27878,27872,27875,0.0001
08.04.2023 05:17:00.000 GMT+0330,27876,27876,27874,27874,0.0001
08.04.2023 05:18:00.000 GMT+0330,27874,27878,27874,27876,0.0001
08.04.2023 05:19:00.000 GMT+0330,27875,27875,27867,27867,0.0002
08.04.2023 05:20:00.000 GMT+0330,27867,27870,27857,27859,0.0002
08.04.2023 05:21:00.000 GMT+0330,27858,27862,27858,27860,0.0001
08.04.2023 05:22:00.000 GMT+0330,27860,27866,27860,27866,0.0001
08.04.2023 05:23:00.000 GMT+0330,27868,27876,27868,27872,0.0001
08.04.2023 05:24:00.000 GMT+0330,27873,27873,27859,27859,0.0001
08.04.2023 05:25:00.000 GMT+0330,27858,27862,27858,27860,0.0001
08.04.2023 05:26:00.000 GMT+0330,27862,27864,27862,27862,0
08.04.2023 05:27:00.000 GMT+0330,27862,27862,27862,27862,0
08.04.2023 05:28:00.000 GMT+0330,27862,27862,27861,27862,0
08.04.2023 05:29:00.000 GMT+0330,27862,27864,27862,27863,0.0001
08.04.2023 05:30:00.000 GMT+0330,27864,27865,27863,27865,0
08.04.2023 05:31:00.000 GMT+0330,27865,27867,27865,27866,0.0001
08.04.2023 05:32:00.000 GMT+0330,27865,27866,27864,27864,0.0001
08.04.2023 05:33:00.000 GMT+0330,27864,27864,27864,27864,0
08.04.2023 05:34:00.000 GMT+0330,27864,27864,27862,27863,0.0001
08.04.2023 05:35:00.000 GMT+0330,27864,27864,27862,27863,0.0001
08.04.2023 05:36:00.000 GMT+0330,27863,27866,27862,27864,0.0001
08.04.2023 05:37:00.000 GMT+0330,27864,27865,27863,27864,0.0001
08.04.2023 05:38:00.000 GMT+0330,27864,27865,27864,27864,0.0002
08.04.2023 05:39:00.000 GMT+0330,27866,27866,27865,27865,0.0001
08.04.2023 05:40:00.000 GMT+0330,27866,27867,27864,27865,0.0001
08.04.2023 05:41:00.000 GMT+0330,27865,27866,27865,27866,0.0001
08.04.2023 05:42:00.000 GMT+0330,27866,27866,27865,27865,0.0001
08.04.2023 05:43:00.000 GMT+0330,27865,27867,27865,27866,0.0001
08.04.2023 05:44:00.000 GMT+0330,27865,27868,27865,27866,0.0001
08.04.2023 05:45:00.000 GMT+0330,27866,27867,27866,27867,0.0001
08.04.2023 05:46:00.000 GMT+0330,27866,27868,27866,27868,0.0001
08.04.2023 05:47:00.000 GMT+0330,27868,27868,27867,27867,0.0001
08.04.2023 05:48:00.000 GMT+0330,27867,27867,27867,27867,0.0001
08.04.2023 05:49:00.000 GMT+0330,27867,27867,27867,27867,0.0001
08.04.2023 05:50:00.000 GMT+0330,27867,27870,27867,27868,0.0001
08.04.2023 05:51:00.000 GMT+0330,27869,27869,27867,27867,0.0001
08.04.2023 05:52:00.000 GMT+0330,27867,27873,27867,27873,0.0001
08.04.2023 05:53:00.000 GMT+0330,27873,27875,27873,27873,0
08.04.2023 05:54:00.000 GMT+0330,27873,27873,27873,27873,0.0001
08.04.2023 05:55:00.000 GMT+0330,27875,27882,27875,27879,0.0001
08.04.2023 05:56:00.000 GMT+0330,27878,27879,27877,27877,0
08.04.2023 05:57:00.000 GMT+0330,27878,27881,27877,27878,0.0001
08.04.2023 05:58:00.000 GMT+0330,27880,27883,27878,27879,0.0001
08.04.2023 05:59:00.000 GMT+0330,27879,27879,27879,27879,0
08.04.2023 06:00:00.000 GMT+0330,27881,27881,27880,27881,0.0001
08.04.2023 06:01:00.000 GMT+0330,27881,27887,27881,27887,0
08.04.2023 06:02:00.000 GMT+0330,27887,27889,27887,27889,0
08.04.2023 06:03:00.000 GMT+0330,27888,27890,27888,27890,0
08.04.2023 06:04:00.000 GMT+0330,27890,27890,27882,27883,0.0002
08.04.2023 06:05:00.000 GMT+0330,27881,27881,27874,27876,0.0002
08.04.2023 06:06:00.000 GMT+0330,27876,27876,27870,27870,0.0001
08.04.2023 06:07:00.000 GMT+0330,27870,27870,27863,27863,0.0002
08.04.2023 06:08:00.000 GMT+0330,27863,27863,27858,27863,0.0001
08.04.2023 06:09:00.000 GMT+0330,27862,27867,27862,27865,0.0001
08.04.2023 06:10:00.000 GMT+0330,27865,27866,27862,27863,0.0001
08.04.2023 06:11:00.000 GMT+0330,27863,27865,27863,27864,0.0001
08.04.2023 06:12:00.000 GMT+0330,27864,27865,27862,27862,0.0001
08.04.2023 06:13:00.000 GMT+0330,27862,27872,27862,27871,0.0001
08.04.2023 06:14:00.000 GMT+0330,27871,27871,27868,27870,0.0001
08.04.2023 06:15:00.000 GMT+0330,27870,27873,27869,27872,0.0001
08.04.2023 06:16:00.000 GMT+0330,27873,27874,27872,27874,0.0001
08.04.2023 06:17:00.000 GMT+0330,27874,27886,27874,27886,0.0002
08.04.2023 06:18:00.000 GMT+0330,27884,27887,27882,27886,0.0001
08.04.2023 06:19:00.000 GMT+0330,27885,27887,27885,27885,0.0001
08.04.2023 06:20:00.000 GMT+0330,27885,27891,27883,27889,0.0002
08.04.2023 06:21:00.000 GMT+0330,27889,27889,27883,27883,0.0001
08.04.2023 06:22:00.000 GMT+0330,27883,27888,27882,27882,0.0001
08.04.2023 06:23:00.000 GMT+0330,27882,27886,27882,27885,0.0001
08.04.2023 06:24:00.000 GMT+0330,27886,27888,27886,27887,0
08.04.2023 06:25:00.000 GMT+0330,27887,27888,27886,27888,0
08.04.2023 06:26:00.000 GMT+0330,27888,27889,27888,27889,0
08.04.2023 06:27:00.000 GMT+0330,27889,27891,27889,27891,0.0001
08.04.2023 06:28:00.000 GMT+0330,27892,27910,27892,27907,0.0001
08.04.2023 06:29:00.000 GMT+0330,27908,27925,27901,27914,0.0002
08.04.2023 06:30:00.000 GMT+0330,27916,27920,27911,27911,0.0002
08.04.2023 06:31:00.000 GMT+0330,27911,27920,27911,27916,0.0002
08.04.2023 06:32:00.000 GMT+0330,27916,27919,27908,27913,0.0002
08.04.2023 06:33:00.000 GMT+0330,27911,27916,27911,27912,0.0001
08.04.2023 06:34:00.000 GMT+0330,27914,27914,27908,27910,0.0002
08.04.2023 06:35:00.000 GMT+0330,27910,27912,27909,27910,0.0002
08.04.2023 06:36:00.000 GMT+0330,27910,27913,27909,27909,0.0001
08.04.2023 06:37:00.000 GMT+0330,27909,27909,27903,27907,0.0001
08.04.2023 06:38:00.000 GMT+0330,27907,27913,27905,27913,0.0002
08.04.2023 06:39:00.000 GMT+0330,27914,27915,27905,27907,0.0001
08.04.2023 06:40:00.000 GMT+0330,27907,27919,27907,27918,0.0002
08.04.2023 06:41:00.000 GMT+0330,27918,27919,27918,27919,0.0002
08.04.2023 06:42:00.000 GMT+0330,27917,27926,27913,27922,0.0002
08.04.2023 06:43:00.000 GMT+0330,27924,27939,27922,27933,0.0002
08.04.2023 06:44:00.000 GMT+0330,27933,27940,27909,27909,0.0003
08.04.2023 06:45:00.000 GMT+0330,27909,27916,27905,27914,0.0002
08.04.2023 06:46:00.000 GMT+0330,27915,27915,27908,27912,0.0002
08.04.2023 06:47:00.000 GMT+0330,27912,27913,27910,27910,0.0001
08.04.2023 06:48:00.000 GMT+0330,27910,27911,27900,27901,0.0002
08.04.2023 06:49:00.000 GMT+0330,27900,27902,27896,27898,0.0001
08.04.2023 06:50:00.000 GMT+0330,27899,27901,27895,27900,0.0002
08.04.2023 06:51:00.000 GMT+0330,27900,27906,27899,27905,0.0001
08.04.2023 06:52:00.000 GMT+0330,27905,27907,27905,27906,0.0001
08.04.2023 06:53:00.000 GMT+0330,27906,27909,27905,27907,0.0001
08.04.2023 06:54:00.000 GMT+0330,27908,27908,27903,27907,0.0001
08.04.2023 06:55:00.000 GMT+0330,27908,27927,27908,27925,0.0002
08.04.2023 06:56:00.000 GMT+0330,27925,27934,27925,27931,0.0002
08.04.2023 06:57:00.000 GMT+0330,27931,27933,27929,27932,0.0002
08.04.2023 06:58:00.000 GMT+0330,27932,28021,27930,27997,0.0004
08.04.2023 06:59:00.000 GMT+0330,27996,28006,27986,27996,0.0004
08.04.2023 07:00:00.000 GMT+0330,28001,28005,27970,27983,0.0003
08.04.2023 07:01:00.000 GMT+0330,27984,27985,27977,27984,0.0002
08.04.2023 07:02:00.000 GMT+0330,27982,27983,27963,27969,0.0002
08.04.2023 07:03:00.000 GMT+0330,27969,27969,27965,27968,0.0001
08.04.2023 07:04:00.000 GMT+0330,27968,27970,27966,27966,0.0001
08.04.2023 07:05:00.000 GMT+0330,27966,27972,27966,27967,0.0001
08.04.2023 07:06:00.000 GMT+0330,27969,27972,27965,27969,0.0002
08.04.2023 07:07:00.000 GMT+0330,27969,27991,27956,27960,0.0002
08.04.2023 07:08:00.000 GMT+0330,27961,27964,27945,27945,0.0002
08.04.2023 07:09:00.000 GMT+0330,27944,27968,27944,27958,0.0002
08.04.2023 07:10:00.000 GMT+0330,27957,27962,27956,27959,0.0002
08.04.2023 07:11:00.000 GMT+0330,27960,27963,27952,27952,0.0002
08.04.2023 07:12:00.000 GMT+0330,27952,27965,27951,27952,0.0001
08.04.2023 07:13:00.000 GMT+0330,27951,27954,27951,27953,0.0001
08.04.2023 07:14:00.000 GMT+0330,27954,27954,27948,27949,0.0002
08.04.2023 07:15:00.000 GMT+0330,27949,27952,27943,27943,0.0002
08.04.2023 07:16:00.000 GMT+0330,27943,27951,27943,27946,0.0002
08.04.2023 07:17:00.000 GMT+0330,27947,27948,27946,27946,0.0001
08.04.2023 07:18:00.000 GMT+0330,27946,27949,27935,27935,0.0002
08.04.2023 07:19:00.000 GMT+0330,27933,27941,27932,27941,0.0001
08.04.2023 07:20:00.000 GMT+0330,27942,27948,27942,27948,0.0001
08.04.2023 07:21:00.000 GMT+0330,27947,27951,27945,27950,0.0001
08.04.2023 07:22:00.000 GMT+0330,27950,27950,27949,27950,0.0001
08.04.2023 07:23:00.000 GMT+0330,27950,27967,27950,27964,0.0001
08.04.2023 07:24:00.000 GMT+0330,27967,27983,27967,27981,0.0002
08.04.2023 07:25:00.000 GMT+0330,27977,27980,27971,27975,0.0002
08.04.2023 07:26:00.000 GMT+0330,27975,27975,27971,27974,0.0001
08.04.2023 07:27:00.000 GMT+0330,27974,27974,27970,27971,0.0001
08.04.2023 07:28:00.000 GMT+0330,27971,27974,27970,27973,0.0001
08.04.2023 07:29:00.000 GMT+0330,27973,27981,27972,27978,0.0002
08.04.2023 07:30:00.000 GMT+0330,27979,27982,27977,27981,0.0001
08.04.2023 07:31:00.000 GMT+0330,27981,27983,27980,27981,0.0001
08.04.2023 07:32:00.000 GMT+0330,27982,27983,27979,27983,0.0001
08.04.2023 07:33:00.000 GMT+0330,27983,27983,27981,27981,0.0001
08.04.2023 07:34:00.000 GMT+0330,27983,27986,27983,27986,0
08.04.2023 07:35:00.000 GMT+0330,27987,27990,27985,27989,0.0001
08.04.2023 07:36:00.000 GMT+0330,27989,27993,27989,27993,0.0001
08.04.2023 07:37:00.000 GMT+0330,27994,27995,27994,27995,0.0001
08.04.2023 07:38:00.000 GMT+0330,27995,27997,27995,27997,0.0001
08.04.2023 07:39:00.000 GMT+0330,27997,27998,27992,27992,0.0002
08.04.2023 07:40:00.000 GMT+0330,27991,27994,27991,27994,0.0002
08.04.2023 07:41:00.000 GMT+0330,27993,27998,27993,27996,0.0002
08.04.2023 07:42:00.000 GMT+0330,27996,27997,27993,27994,0.0001
08.04.2023 07:43:00.000 GMT+0330,27994,27998,27978,27990,0.0002
08.04.2023 07:44:00.000 GMT+0330,27990,27993,27989,27990,0.0001
08.04.2023 07:45:00.000 GMT+0330,27991,27993,27989,27990,0.0002
08.04.2023 07:46:00.000 GMT+0330,27990,27992,27988,27990,0.0001
08.04.2023 07:47:00.000 GMT+0330,27989,27991,27985,27985,0.0001
08.04.2023 07:48:00.000 GMT+0330,27984,27984,27971,27972,0.0002
08.04.2023 07:49:00.000 GMT+0330,27971,27971,27967,27967,0.0001
08.04.2023 07:50:00.000 GMT+0330,27966,27969,27966,27967,0.0001
08.04.2023 07:51:00.000 GMT+0330,27966,27968,27955,27958,0.0002
08.04.2023 07:52:00.000 GMT+0330,27957,27969,27947,27965,0.0002
08.04.2023 07:53:00.000 GMT+0330,27965,27978,27965,27976,0.0001
08.04.2023 07:54:00.000 GMT+0330,27976,27977,27974,27974,0.0001
08.04.2023 07:55:00.000 GMT+0330,27974,27975,27972,27972,0.0001
08.04.2023 07:56:00.000 GMT+0330,27973,27973,27967,27967,0.0001
08.04.2023 07:57:00.000 GMT+0330,27967,27969,27964,27966,0.0001
08.04.2023 07:58:00.000 GMT+0330,27966,27966,27959,27960,0.0001
08.04.2023 07:59:00.000 GMT+0330,27960,27965,27960,27965,0.0002
08.04.2023 08:00:00.000 GMT+0330,27965,27965,27963,27963,0.0001
08.04.2023 08:01:00.000 GMT+0330,27965,27965,27956,27956,0.0002
08.04.2023 08:02:00.000 GMT+0330,27956,27957,27952,27953,0.0001
08.04.2023 08:03:00.000 GMT+0330,27953,27954,27952,27953,0.0001
08.04.2023 08:04:00.000 GMT+0330,27954,27954,27952,27953,0.0001
08.04.2023 08:05:00.000 GMT+0330,27953,27954,27952,27953,0.0002
08.04.2023 08:06:00.000 GMT+0330,27952,27954,27942,27946,0.0002
08.04.2023 08:07:00.000 GMT+0330,27946,27949,27938,27941,0.0001
08.04.2023 08:08:00.000 GMT+0330,27940,27941,27936,27937,0.0001
08.04.2023 08:09:00.000 GMT+0330,27937,27939,27937,27939,0.0001
08.04.2023 08:10:00.000 GMT+0330,27939,27953,27939,27951,0.0001
08.04.2023 08:11:00.000 GMT+0330,27951,27958,27946,27955,0.0002
08.04.2023 08:12:00.000 GMT+0330,27955,27957,27952,27952,0.0002
08.04.2023 08:13:00.000 GMT+0330,27952,27959,27952,27955,0.0002
08.04.2023 08:14:00.000 GMT+0330,27955,27956,27953,27955,0.0001
08.04.2023 08:15:00.000 GMT+0330,27955,27955,27952,27955,0.0001
08.04.2023 08:16:00.000 GMT+0330,27954,27957,27954,27956,0.0001
08.04.2023 08:17:00.000 GMT+0330,27956,27959,27954,27956,0.0001
08.04.2023 08:18:00.000 GMT+0330,27951,27951,27941,27944,0.0001
08.04.2023 08:19:00.000 GMT+0330,27943,27945,27935,27935,0.0001
08.04.2023 08:20:00.000 GMT+0330,27935,27940,27928,27931,0.0002
08.04.2023 08:21:00.000 GMT+0330,27931,27933,27929,27931,0.0001
08.04.2023 08:22:00.000 GMT+0330,27931,27935,27931,27933,0.0001
08.04.2023 08:23:00.000 GMT+0330,27933,27937,27933,27933,0.0001
08.04.2023 08:24:00.000 GMT+0330,27933,27944,27933,27944,0.0001
08.04.2023 08:25:00.000 GMT+0330,27943,27944,27938,27941,0.0001
08.04.2023 08:26:00.000 GMT+0330,27941,27945,27940,27944,0.0001
08.04.2023 08:27:00.000 GMT+0330,27944,27945,27941,27942,0.0001
08.04.2023 08:28:00.000 GMT+0330,27943,27944,27941,27941,0.0001
08.04.2023 08:29:00.000 GMT+0330,27941,27943,27941,27941,0
08.04.2023 08:30:00.000 GMT+0330,27942,27942,27941,27941,0.0001
08.04.2023 08:31:00.000 GMT+0330,27943,27943,27941,27941,0
08.04.2023 08:32:00.000 GMT+0330,27942,27943,27940,27940,0.0001
08.04.2023 08:33:00.000 GMT+0330,27940,27942,27935,27935,0.0001
