,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,result
789,27892,27892,27893,27892,27892,27892,27891,27891,27891,27891,27891
790,27892,27892,27891,27891,27891,27891,27891,27892,27889,27906,27898
791,27891,27891,27891,27891,27891,27892,27889,27906,27898,27897,27891
792,27871,27871,27875,27874,27874,27866,27878,27886,27886,27884,27884
793,27878,27886,27886,27884,27884,27883,27882,27881,27883,27884,27884
794,27883,27884,27884,27882,27882,27868,27846,27855,27844,27841,27834
795,27823,27825,27828,27831,27834,27830,27840,27844,27842,27843,27841
796,27828,27831,27834,27830,27840,27844,27842,27843,27841,27841,27861
797,27841,27841,27861,27858,27856,27864,27869,27863,27861,27862,27862
798,27864,27869,27863,27861,27862,27862,27862,27851,27843,27836,27835
799,27827,27824,27826,27824,27821,27823,27827,27833,27831,27831,27831
800,27826,27824,27821,27823,27827,27833,27831,27831,27831,27831,27834
801,27834,27839,27851,27854,27853,27851,27851,27852,27852,27848,27848
802,27851,27851,27852,27852,27848,27848,27849,27848,27845,27840,27832
803,27828,27828,27827,27831,27832,27832,27836,27836,27839,27846,27848
804,27836,27836,27839,27846,27848,27846,27843,27843,27844,27846,27847
805,27844,27846,27847,27849,27845,27841,27841,27841,27842,27849,27851
806,27841,27841,27841,27842,27849,27851,27854,27854,27861,27892,27895
807,27892,27895,27921,27932,27921,27921,27917,27895,27900,27895,27891
808,27895,27921,27932,27921,27921,27917,27895,27900,27895,27891,27896
809,27921,27932,27921,27921,27917,27895,27900,27895,27891,27896,27917
810,27900,27895,27891,27896,27917,27912,27906,27915,27912,27907,27903
811,27895,27891,27896,27917,27912,27906,27915,27912,27907,27903,27905
812,27912,27907,27903,27905,27905,27905,27928,27903,27902,27878,27884
813,27879,27877,27883,27888,27888,27892,27871,27871,27871,27872,27872
814,27883,27888,27888,27892,27871,27871,27871,27872,27872,27874,27867
815,27874,27867,27858,27860,27864,27863,27860,27863,27865,27861,27865
816,27864,27863,27860,27863,27865,27861,27865,27875,27875,27875,27876
817,27877,27878,27883,27881,27882,27877,27886,27888,27874,27874,27873
818,27877,27886,27888,27874,27874,27873,27874,27874,27857,27864,27865
819,27886,27888,27874,27874,27873,27874,27874,27857,27864,27865,27864
820,27874,27873,27874,27874,27857,27864,27865,27864,27866,27866,27863
821,27873,27874,27874,27857,27864,27865,27864,27866,27866,27863,27867
822,27864,27865,27864,27866,27866,27863,27867,27862,27863,27866,27862
823,27866,27866,27863,27867,27862,27863,27866,27862,27864,27864,27864
824,27863,27866,27862,27864,27864,27864,27856,27854,27855,27855,27849
825,27856,27854,27855,27855,27849,27848,27849,27849,27847,27848,27854
826,27849,27849,27847,27848,27854,27842,27834,27837,27840,27834,27854
827,27842,27834,27837,27840,27834,27854,27849,27841,27853,27851,27858
828,27841,27853,27851,27858,27858,27861,27866,27873,27879,27877,27882
829,27880,27874,27865,27857,27858,27858,27851,27847,27830,27840,27840
830,27858,27851,27847,27830,27840,27840,27838,27842,27838,27828,27830
831,27840,27840,27838,27842,27838,27828,27830,27828,27822,27818,27823
832,27838,27842,27838,27828,27830,27828,27822,27818,27823,27839,27838
833,27838,27828,27830,27828,27822,27818,27823,27839,27838,27841,27839
834,27828,27822,27818,27823,27839,27838,27841,27839,27849,27847,27842
835,27855,27854,27855,27856,27858,27858,27844,27840,27839,27840,27840
836,27839,27840,27840,27840,27839,27857,27856,27857,27859,27858,27858
837,27840,27839,27857,27856,27857,27859,27858,27858,27861,27870,27874
838,27875,27871,27874,27873,27878,27877,27876,27877,27877,27875,27874
839,27874,27873,27878,27877,27876,27877,27877,27875,27874,27876,27867
840,27859,27860,27862,27862,27862,27863,27865,27866,27864,27864,27863
841,27863,27864,27864,27864,27865,27865,27866,27865,27866,27866,27867
842,27868,27867,27867,27867,27868,27867,27873,27873,27873,27879,27877
843,27867,27867,27867,27868,27867,27873,27873,27873,27879,27877,27878
844,27877,27878,27879,27879,27881,27887,27889,27890,27883,27876,27870
845,27878,27879,27879,27881,27887,27889,27890,27883,27876,27870,27863
846,27887,27889,27890,27883,27876,27870,27863,27863,27865,27863,27864
847,27862,27871,27870,27872,27874,27886,27886,27885,27889,27883,27882
848,27889,27883,27882,27885,27887,27888,27889,27891,27907,27914,27911
849,27882,27885,27887,27888,27889,27891,27907,27914,27911,27916,27913
850,27909,27907,27913,27907,27918,27919,27922,27933,27909,27914,27912
851,27933,27909,27914,27912,27910,27901,27898,27900,27905,27906,27907
852,27969,27968,27966,27967,27969,27960,27945,27958,27959,27952,27952
853,27968,27966,27967,27969,27960,27945,27958,27959,27952,27952,27953
854,27959,27952,27952,27953,27949,27943,27946,27946,27935,27941,27948
855,27943,27946,27946,27935,27941,27948,27950,27950,27964,27981,27975
856,27981,27975,27974,27971,27973,27978,27981,27981,27983,27981,27986
857,27973,27978,27981,27981,27983,27981,27986,27989,27993,27995,27997
858,27983,27981,27986,27989,27993,27995,27997,27992,27994,27996,27994
859,27986,27989,27993,27995,27997,27992,27994,27996,27994,27990,27990
860,27995,27997,27992,27994,27996,27994,27990,27990,27990,27990,27985
861,27985,27972,27967,27967,27958,27965,27976,27974,27972,27967,27966
862,27967,27967,27958,27965,27976,27974,27972,27967,27966,27960,27965
863,27963,27956,27953,27953,27953,27953,27946,27941,27937,27939,27951
864,27952,27955,27955,27955,27956,27956,27944,27935,27931,27931,27933
865,27931,27931,27933,27933,27944,27941,27944,27942,27941,27941,27941
866,27933,27933,27944,27941,27944,27942,27941,27941,27941,27941,27940
867,27933,27944,27941,27944,27942,27941,27941,27941,27941,27940,27935
868,27941,27944,27942,27941,27941,27941,27941,27940,27935,27936,27946
869,27957,27958,27955,27953,27960,27958,27966,27967,27965,27969,27969
870,27968,27967,27968,27968,27968,27967,27967,27968,27972,27971,27979
871,27987,27984,27984,27986,27984,27989,27992,27986,27992,27992,27995
872,27992,27995,28002,28004,28013,28014,28021,28018,28011,28009,28033
873,28004,28013,28014,28021,28018,28011,28009,28033,28088,28099,28086
874,28011,28009,28033,28088,28099,28086,28075,28099,28105,28071,28089
875,28080,28069,28062,28064,28067,28065,28061,28055,28053,28051,28048
876,28062,28064,28067,28065,28061,28055,28053,28051,28048,28053,28045
877,28065,28061,28055,28053,28051,28048,28053,28045,28039,28044,28051
878,28055,28053,28051,28048,28053,28045,28039,28044,28051,28077,28081
879,28045,28039,28044,28051,28077,28081,28081,28091,28105,28086,28101
880,28086,28101,28090,28080,28069,28063,28064,28051,28056,28055,28056
881,28070,28066,28067,28067,28068,28068,28066,28066,28062,28064,28059
882,28074,28093,28094,28092,28079,28071,28066,28065,28098,28098,28100
883,28092,28079,28071,28066,28065,28098,28098,28100,28094,28094,28094
884,28079,28071,28066,28065,28098,28098,28100,28094,28094,28094,28094
885,28094,28094,28094,28091,28090,28090,28082,28082,28080,28081,28079
886,28094,28091,28090,28090,28082,28082,28080,28081,28079,28080,28080
887,28080,28080,28080,28082,28084,28085,28085,28083,28087,28088,28085
888,28085,28084,28088,28082,28080,28085,28085,28081,28078,28078,28081
889,28080,28085,28085,28081,28078,28078,28081,28078,28070,28071,28070
890,28078,28078,28081,28078,28070,28071,28070,28072,28073,28070,28067
891,28056,28059,28062,28061,28058,28058,28059,28059,28061,28067,28060
892,28058,28058,28059,28059,28061,28067,28060,28064,28065,28065,28068
893,28059,28061,28067,28060,28064,28065,28065,28068,28069,28069,28071
894,28069,28071,28074,28083,28082,28096,28092,28085,28087,28086,28089
895,28082,28096,28092,28085,28087,28086,28089,28089,28090,28085,28081
896,28083,28084,28082,28082,28085,28089,28079,28078,28075,28074,28071
897,28071,28071,28071,28071,28071,28071,28073,28072,28065,28052,28034
898,28071,28071,28071,28071,28071,28073,28072,28065,28052,28034,28035
899,28071,28071,28071,28073,28072,28065,28052,28034,28035,28036,28036
900,28036,28036,28036,28034,28033,28029,28030,28022,28007,28009,28006
901,28033,28029,28030,28022,28007,28009,28006,28008,28012,28014,28020
902,28020,28016,28012,28012,27998,28016,28025,28026,28027,28028,28030
903,28030,28030,28031,28032,28033,28033,28026,28027,28038,28038,28038
904,28040,28039,28038,28036,28039,28039,28039,28026,28023,28034,28034
905,28034,28034,28035,28033,28036,28037,28034,28035,28037,28035,28035
906,28035,28033,28036,28037,28034,28035,28037,28035,28035,28033,28033
907,28034,28035,28037,28035,28035,28033,28033,28034,28034,28034,28032
908,28037,28035,28035,28033,28033,28034,28034,28034,28032,28029,28025
909,28029,28025,28009,28008,28010,28008,28009,28012,28011,28011,28011
910,28012,28011,28011,28011,28009,28009,28009,28007,28009,28012,28009
911,28009,28009,28009,28007,28009,28012,28009,28009,28010,28011,28011
912,28009,28009,28007,28009,28012,28009,28009,28010,28011,28011,28014
913,28007,28009,28012,28009,28009,28010,28011,28011,28014,28011,28009
914,28010,28011,28011,28014,28011,28009,28003,27999,28002,28001,28000
915,27997,28006,28006,28006,28006,28011,28010,28009,28008,28009,28010
916,28006,28006,28006,28011,28010,28009,28008,28009,28010,28009,28005
917,28010,28009,28005,28005,27986,27980,27984,27984,27986,27985,27986
918,27989,27989,27988,27988,27988,27995,27997,27996,27996,27996,27996
919,27996,27996,27997,27998,27992,27993,27994,27993,27993,27992,27992
920,28006,28008,28009,28009,28010,28008,28009,28009,28010,28010,28004
921,28008,28009,28009,28010,28008,28009,28009,28010,28010,28004,27998
922,28009,28010,28010,28004,27998,27997,27997,28003,28002,28003,28003
923,28005,28004,27999,27998,27997,27995,27996,27997,27998,27998,27996
924,27998,27997,27995,27996,27997,27998,27998,27996,27997,27998,27998
925,27992,27992,27992,27991,27991,27987,27986,27986,27985,27986,27980
926,27987,27986,27986,27985,27986,27980,27980,27982,27982,27981,27979
927,27981,27979,27979,27979,27979,27978,27986,27986,27987,27987,27986
928,27979,27979,27978,27986,27986,27987,27987,27986,27991,27991,27987
929,27987,27986,27991,27991,27987,27986,27990,27989,27989,27992,27996
930,27990,27989,27989,27992,27996,28000,28002,27997,27986,27985,27986
931,27989,27989,27992,27996,28000,28002,27997,27986,27985,27986,27981
932,27981,27944,27945,27952,27957,27965,27966,27965,27964,27966,27971
933,27978,27979,27979,27979,27978,27967,27967,27969,27970,27970,27970
934,27977,27976,27976,27976,27976,27976,27977,27977,27977,27976,27976
935,27976,27976,27976,27976,27977,27977,27977,27976,27976,27975,27975
936,27976,27976,27976,27977,27977,27977,27976,27976,27975,27975,27974
937,27976,27976,27977,27977,27977,27976,27976,27975,27975,27974,27972
938,27977,27976,27976,27975,27975,27974,27972,27966,27965,27964,27963
939,27972,27978,27978,27979,27978,27976,27975,27976,27984,27986,27987
940,27984,27986,27987,27986,27987,27991,28002,28009,28018,28017,28005
941,27986,27987,27986,27987,27991,28002,28009,28018,28017,28005,28006
942,27987,27986,27987,27991,28002,28009,28018,28017,28005,28006,28001
943,28009,28018,28017,28005,28006,28001,28002,28003,28004,28003,28002
944,28005,28006,28001,28002,28003,28004,28003,28002,28001,28001,28011
945,28001,28002,28003,28004,28003,28002,28001,28001,28011,28011,28011
946,28002,28009,28009,28010,28008,28008,28008,28006,27997,27996,28007
947,28020,28020,28026,28032,28028,28029,28030,28028,28026,28027,28026
948,28020,28026,28032,28028,28029,28030,28028,28026,28027,28026,28026
949,28027,28023,28026,28027,28028,28028,28028,28016,28016,28016,28016
950,28016,28016,28016,28016,28016,28016,28016,28016,28016,28016,28016
951,28016,28016,28016,28016,28016,28016,28016,28016,28008,28010,28006
952,28016,28016,28016,28016,28016,28016,28016,28008,28010,28006,28003
953,28016,28016,28008,28010,28006,28003,28003,28002,28002,28000,28000
954,27996,27997,27984,27982,27995,27984,27984,27995,27994,27994,27994
955,27995,27994,27994,27994,27994,27994,27992,27993,27991,27990,27989
956,27994,27994,27994,27994,27994,27992,27993,27991,27990,27989,27989
957,27982,27983,27982,27982,27984,27983,27975,27976,27977,27976,27976
958,27982,27982,27984,27983,27975,27976,27977,27976,27976,27973,27974
959,27977,27976,27976,27973,27974,27988,27995,27995,27995,27996,27994
960,27973,27974,27988,27995,27995,27995,27996,27994,27994,27994,27994
961,27998,27998,27999,27999,27998,28000,28000,28000,27997,27996,28001
962,27999,27999,27998,28000,28000,28000,27997,27996,28001,28000,27999
963,28000,27999,28003,27999,28005,28007,28005,28005,28006,28007,28007
964,27999,28003,27999,28005,28007,28005,28005,28006,28007,28007,28006
965,28003,27999,28005,28007,28005,28005,28006,28007,28007,28006,28006
966,28006,28007,28007,28006,28006,28007,28010,28008,28010,27987,27985
967,28007,28010,28008,28010,27987,27985,27986,27985,27986,27993,27984
968,27984,27982,27985,27984,27986,27986,27985,27986,27991,27990,27991
969,27984,27986,27986,27985,27986,27991,27990,27991,27992,27990,27990
970,27986,27985,27986,27991,27990,27991,27992,27990,27990,27990,27989
971,27989,27988,27990,27990,27988,27989,27988,27988,27988,27988,27988
972,27988,27988,27988,27988,27988,27985,27987,27987,27999,27987,27985
973,27988,27988,27988,27988,27985,27987,27987,27999,27987,27985,27985
974,27987,27999,27987,27985,27985,27985,27986,27986,27986,27986,27986
975,27985,27985,27985,27986,27986,27986,27986,27986,27986,27985,27985
976,27976,27976,27975,27974,27973,27967,27968,27967,27965,27967,27961
977,27968,27967,27965,27967,27961,27957,27958,27958,27958,27955,27955
978,27922,27922,27922,27931,27911,27916,27912,27909,27899,27897,27897
979,27922,27922,27931,27911,27916,27912,27909,27899,27897,27897,27896
980,27897,27897,27896,27880,27892,27905,27917,27917,27922,27932,27933
981,27917,27917,27922,27932,27933,27934,27926,27931,27933,27932,27932
982,27933,27932,27932,27932,27932,27935,27933,27934,27932,27932,27926
983,27932,27935,27933,27934,27932,27932,27926,27924,27926,27928,27928
984,27932,27926,27924,27926,27928,27928,27924,27915,27915,27915,27902
985,27926,27924,27926,27928,27928,27924,27915,27915,27915,27902,27915
986,27928,27928,27924,27915,27915,27915,27902,27915,27916,27922,27922
987,27915,27915,27915,27902,27915,27916,27922,27922,27915,27918,27915
988,27922,27915,27918,27915,27914,27915,27914,27911,27909,27903,27893
989,27915,27914,27911,27909,27903,27893,27863,27875,27877,27883,27876
990,27874,27875,27886,27862,27861,27889,27893,27887,27883,27884,27890
991,27875,27886,27862,27861,27889,27893,27887,27883,27884,27890,27892
992,27904,27903,27899,27891,27900,27901,27905,27902,27903,27902,27902
993,27903,27899,27891,27900,27901,27905,27902,27903,27902,27902,27901
994,27896,27896,27895,27890,27893,27889,27892,27892,27888,27890,27905
995,27890,27893,27889,27892,27892,27888,27890,27905,27906,27907,27907
996,27889,27892,27892,27888,27890,27905,27906,27907,27907,27908,27907
997,27892,27888,27890,27905,27906,27907,27907,27908,27907,27907,27906
998,27907,27908,27907,27907,27906,27906,27930,27929,27930,27914,27905
999,27917,27919,27917,27918,27919,27920,27920,27927,27932,27932,27935
